Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,91.660004,92.379997,91.300003,91.940002,58.458317,7802300
2011-01-04,92.279999,92.480003,91.220001,91.599998,58.242123,8513900
2011-01-05,90.919998,92.070000,90.500000,91.440002,58.140385,6659500
2011-01-06,91.760002,91.830002,90.269997,90.690002,57.663513,6220800
2011-01-07,90.980003,91.300003,90.269997,91.190002,57.981438,6346300
2011-01-10,90.949997,91.169998,90.120003,90.410004,57.485500,6848700
2011-01-11,90.870003,91.989998,90.809998,91.830002,58.388374,7838900
2011-01-12,92.360001,92.849998,92.199997,92.449997,58.782585,7845400
2011-01-13,92.010002,92.599998,91.779999,92.180000,58.610901,5721900
2011-01-14,92.120003,92.879997,91.820000,92.830002,59.024227,5557900
2011-01-18,92.940002,93.750000,92.930000,93.349998,59.354809,7733200
2011-01-19,93.629997,93.709999,92.580002,92.970001,59.113235,6069900
2011-01-20,92.139999,92.860001,91.580002,92.709999,58.947903,6513500
2011-01-21,93.370003,93.940002,93.099998,93.779999,59.628242,7427500
2011-01-24,93.889999,94.529999,93.660004,94.099998,59.831730,7282800
2011-01-25,93.779999,94.440002,93.349998,94.080002,59.819000,7423200
2011-01-26,94.379997,94.970001,93.580002,94.639999,60.175060,8832600
2011-01-27,94.559998,94.959999,94.300003,94.750000,60.244987,6301100
2011-01-28,94.489998,94.849998,92.930000,93.370003,59.367550,12444700
2011-01-31,93.849998,95.190002,93.370003,94.930000,60.359440,11167900
2011-02-01,95.629997,96.489998,95.169998,96.220001,61.179672,9948200
2011-02-02,95.370003,96.849998,95.370003,96.480003,61.344982,6607800
2011-02-03,96.570000,97.440002,95.760002,97.309998,61.872723,10500300
2011-02-04,96.930000,97.330002,96.519997,97.110001,61.745556,10529700
2011-02-07,97.279999,98.230003,97.260002,97.660004,62.095287,10256500
2011-02-08,97.870003,97.989998,97.110001,97.739998,62.146156,5710500
2011-02-09,97.250000,97.379997,95.699997,96.239998,61.192383,8242700
2011-02-10,95.879997,96.980003,95.739998,96.699997,61.484867,7286200
2011-02-11,96.089996,97.180000,95.889999,96.449997,61.325920,7324900
2011-02-14,95.500000,97.160004,95.500000,96.949997,62.107445,6994000
