Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,73.180000,73.889999,72.860001,72.949997,52.405617,4232600
2011-01-04,72.889999,73.139999,72.339996,72.790001,52.290718,3834900
2011-01-05,72.160004,73.209999,72.139999,72.900002,52.369720,3391300
2011-01-06,72.879997,72.989998,72.209999,72.489998,52.075191,3354100
2011-01-07,72.809998,72.919998,71.000000,72.150002,51.830940,7145200
2011-01-10,71.739998,72.529999,71.470001,72.139999,51.823750,2783300
2011-01-11,72.300003,72.330002,71.279999,71.750000,51.543575,3020900
2011-01-12,72.239998,72.400002,71.760002,71.949997,51.687267,2498300
2011-01-13,71.849998,72.470001,71.559998,72.250000,51.902786,2397900
2011-01-14,72.059998,72.870003,72.029999,72.480003,52.068008,2422900
2011-01-18,72.699997,73.199997,72.650002,73.019997,52.455929,4370800
2011-01-19,72.900002,73.089996,71.790001,72.180000,51.852478,3354500
2011-01-20,72.389999,72.849998,71.980003,72.660004,52.197311,4188200
2011-01-21,73.019997,73.089996,72.449997,72.889999,52.362537,4601400
2011-01-24,72.769997,73.250000,72.440002,73.209999,52.592419,3255700
2011-01-25,73.180000,73.400002,72.459999,72.830002,52.319431,3820100
2011-01-26,73.029999,73.300003,72.480003,72.870003,52.348167,2825700
2011-01-27,73.150002,73.400002,72.449997,72.910004,52.376881,3096100
2011-01-28,72.930000,72.959999,70.639999,70.730003,50.810841,5646400
2011-01-31,70.809998,71.660004,70.349998,71.620003,51.450199,5369500
2011-02-01,74.000000,75.190002,73.779999,74.589996,53.583767,12457000
2011-02-02,74.779999,74.839996,73.900002,74.040001,53.188671,4992300
2011-02-03,74.019997,74.559998,73.900002,74.290001,53.368286,4063600
2011-02-04,74.459999,74.599998,73.599998,74.339996,53.404179,2959000
2011-02-07,74.250000,74.440002,73.550003,74.250000,53.339523,4781300
2011-02-08,74.110001,74.580002,73.839996,74.470001,53.497585,2959400
2011-02-09,74.190002,74.580002,73.459999,74.580002,53.576595,3056400
2011-02-10,73.690002,75.000000,73.559998,74.769997,54.090229,5216900
2011-02-11,74.650002,75.629997,74.389999,75.320000,54.488106,4248300
2011-02-14,75.099998,75.320000,74.589996,74.800003,54.111919,3273900
